nombre_salida,LenX,LenY,LenZ,a02zocalo,c01espestr,c02esppuerta,c03espfondo,c24entrepano,EstiloPuerta,estructura>e22tipotecho,puerta>e07cantpuerta,puerta>f01posextintpu,puerta>f04seppuertas,puerta>f11margsupcaj,puerta>f12marginfcaj,puerta>f13margizqcaj,puerta>f14margdercaj,puerta>f21tipotirador,puerta>f22postirador,puerta>f23orienttirador,divisor>f01cantdiv,divisor>f02tipomedida,divisor>f03espacio1,divisor>f03espacio2,divisor>f03espacio3,divisor>f03espacio4,divisor>f03espacio5,divisor>f03espacio6,divisor>f03espacio7,divisor>g01margenf1,divisor>g01margenf2,divisor>g01margenf3,divisor>g01margenf4,divisor>g01margenf5,divisor>g01margenf6
Gabinete-01,800mm,600mm,600mm,100mm,18mm,18mm,12mm,1,1,3,1,1,3mm,0mm,0mm,2mm,2mm,4,3,2,2,1,0mm,0mm,0mm,0mm,0mm,mm,0mm,0mm,0mm,0mm,0mm,0mm,0mm
